Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,City
21.2,10.3,50,6,48.3,101.45,Mainly Clear,Puerto Colombia
23.5,11.8,48,7,48.3,101.42,Mainly Clear,Puerto Boyacá
24.6,7.4,33,7,48.3,101.45,Mostly Cloudy,Puerto Berrío
25.4,7.8,33,7,48.3,101.41,Mainly Clear,Puerto Asís
25.5,5.8,28,11,48.3,101.38,Mostly Cloudy,Pradera
26.5,5.9,27,6,48.3,101.4,Mostly Cloudy,Popayán
26.5,9.2,34,6,48.3,101.42,Mainly Clear,Planeta Rica
26.8,10.7,37,6,48.3,101.41,Mainly Clear,Pivijay
26.6,10.0,35,6,48.3,101.37,Cloudy,Pitalito
26.5,9.3,34,15,48.3,101.39,Cloudy,Piedecuesta
26.0,9.0,34,9,48.3,101.47,Mostly Cloudy,Pereira
25.3,7.5,32,9,48.3,101.47,Mostly Cloudy,Patía
22.8,8.4,40,7,25.0,101.51,Clear,Pasto
22.7,8.9,41,9,25.0,101.5,Mainly Clear,Pamplona
23.0,8.9,41,11,25.0,101.5,Clear,Palmira
21.7,9.0,44,6,25.0,101.49,Clear,Palmar de Varela
20.4,9.2,49,0,25.0,101.45,Mainly Clear,Belalcazar
18.9,10.5,58,7,25.0,101.47,Mainly Clear,Pacho
18.5,10.9,61,9,25.0,101.45,Mostly Cloudy,Ocaña
18.1,10.7,62,11,24.1,101.47,Mostly Cloudy,Neiva
17.5,11.8,69,11,24.1,101.54,Mainly Clear,Mosquera
19.5,12.7,65,7,48.3,101.58,Mainly Clear,Morales
19.4,13.8,70,11,48.3,101.63,Mostly Cloudy,Montería
20.2,14.5,70,9,48.3,101.64,Mostly Cloudy,Montenegro
22.4,15.6,65,7,24.1,101.63,Mostly Cloudy,Montelíbano
24.8,16.3,59,4,24.1,101.58,Mostly Cloudy,Mompós
26.6,17.2,56,4,24.1,101.54,Mostly Cloudy,Mocoa
27.3,17.5,55,7,24.1,101.47,Mostly Cloudy,Melgar
28.7,18.3,53,15,24.1,101.4,Cloudy,Medellín
29.4,18.3,51,17,48.3,101.32,Mainly Clear,Mariquita
30.1,18.4,50,17,48.3,101.27,Mainly Clear,Marinilla
29.6,17.4,48,22,48.3,101.2,Mainly Clear,María la Baja
29.1,18.0,51,22,48.3,101.16,Mainly Clear,Manzanares
28.2,18.1,54,19,48.3,101.16,Mainly Clear,Manizales
27.1,17.6,56,19,48.3,101.11,Mostly Cloudy,Malambo
25.9,16.7,57,20,24.1,101.09,Cloudy,Málaga
25.3,16.6,59,20,25.0,101.09,Mostly Cloudy,Maicao
24.7,16.6,61,22,25.0,101.08,Mostly Cloudy,Magangué
23.8,16.5,64,17,25.0,101.09,Mostly Cloudy,Madrid
22.7,16.3,67,19,25.0,101.08,Mostly Cloudy,Los Patios
21.7,15.5,68,17,25.0,101.07,Mostly Cloudy,Lorica
20.9,15.0,69,19,25.0,101.04,Mainly Clear,Líbano
20.2,14.3,69,17,25.0,101.0,Mostly Cloudy,Leticia
19.5,13.4,68,19,24.1,101.0,Mostly Cloudy,Lérida
19.3,13.1,67,17,24.1,101.01,Mostly Cloudy,La Virginia
19.5,13.2,67,15,24.1,100.98,Mostly Cloudy,La Unión
21.1,14.1,64,22,24.1,100.95,Mostly Cloudy,La Unión
21.8,14.4,63,19,24.1,100.92,Cloudy,La Tebaida
22.8,14.9,61,19,24.1,100.86,Cloudy,La Plata
23.9,15.5,59,15,24.1,100.8,Mostly Cloudy,La Mesa
24.7,15.5,57,24,24.1,100.74,Cloudy,La Jagua de Ibirico
24.4,15.8,59,17,16.1,100.71,Rain Showers,La Estrella
19.8,16.7,82,19,6.4,100.73,Rain Showers,La Dorada
19.0,17.3,90,19,6.4,100.71,"Rain,Fog",La Ceja
19.1,17.3,89,15,6.4,100.67,"Rain,Fog",Jamundí
18.4,16.7,90,22,8.0,100.6,"Rain,Fog",Itagüí
18.2,16.3,89,20,12.9,100.57,Rain,Ipiales
18.2,16.3,89,20,9.7,100.55,"Rain,Fog",Ibagué
17.9,16.1,89,20,11.3,100.52,Rain,Honda
18.5,16.2,86,19,19.3,100.47,Cloudy,Guacarí
18.4,16.1,86,19,25.0,100.46,Cloudy,Granada
18.6,16.1,85,17,25.0,100.45,Cloudy,Girón
18.6,16.1,85,13,25.0,100.44,Mostly Cloudy,Girardot City
18.5,16.1,86,11,25.0,100.46,Mostly Cloudy,Garzón
19.6,16.6,83,15,25.0,100.44,Cloudy,Galapa
19.6,16.5,82,19,25.0,100.4,Cloudy,Fusagasuga
19.3,16.4,83,22,25.0,100.46,Cloudy,Funza
18.7,15.6,82,22,24.1,100.54,Mostly Cloudy,Fundación
17.2,13.9,81,22,24.1,100.62,Mainly Clear,Fresno
17.7,14.1,79,22,24.1,100.75,Mainly Clear,Fonseca
18.1,14.1,77,20,24.1,100.86,Mostly Cloudy,Floridablanca
17.9,12.6,71,32,24.1,100.96,Mostly Cloudy,Florida
17.0,11.7,71,24,24.1,101.09,Mostly Cloudy,Florencia
17.9,11.0,64,19,24.1,101.18,Mostly Cloudy,Flandes
19.5,11.6,60,13,24.1,101.28,Mainly Clear,Facatativá
19.6,10.6,56,13,48.3,101.3,Mainly Clear,Espinal
20.4,10.6,53,15,48.3,101.32,Mainly Clear,Envigado
20.7,9.8,50,9,48.3,101.36,Mainly Clear,El Retén
21.9,10.7,49,17,48.3,101.39,Mainly Clear,El Copey
21.8,9.3,45,17,48.3,101.42,Mainly Clear,El Charco
22.2,9.8,45,19,48.3,101.44,Mainly Clear,El Cerrito
21.6,9.8,47,20,48.3,101.48,Mainly Clear,El Carmen de Bolívar
20.0,8.5,47,17,48.3,101.57,Clear,El Banco
17.6,8.0,53,11,48.3,101.62,Clear,El Bagre
15.1,8.1,63,7,25.0,101.7,Clear,Duitama
14.6,7.9,64,11,25.0,101.74,Clear,Dos Quebradas
15.2,6.2,55,11,25.0,101.79,Clear,Curumaní
14.5,5.4,54,11,25.0,101.85,Clear,Cúcuta
13.4,5.2,58,9,25.0,101.88,Clear,Corozal
13.0,5.4,60,9,25.0,101.93,Clear,Corinto
12.3,5.3,62,13,25.0,101.96,Clear,Municipio de Copacabana
12.4,4.9,60,15,48.3,102.04,Clear,Circasia
12.4,5.7,64,9,48.3,102.14,Clear,Ciénaga de Oro
14.7,6.3,57,9,48.3,102.2,Clear,Ciénaga
16.5,7.5,55,13,48.3,102.28,Clear,Chiriguaná
18.5,7.9,50,11,48.3,102.33,Clear,Chiquinquirá
20.0,5.5,39,19,48.3,102.32,Clear,Chinú
20.0,3.8,34,17,48.3,102.31,Clear,Chinchiná
21.2,6.5,38,9,48.3,102.27,Clear,Chimichagua
21.3,4.7,34,24,48.3,102.26,Clear,Chigorodó
22.2,5.5,34,19,48.3,102.22,Clear,Chía
22.4,5.5,33,15,48.3,102.17,Clear,Chaparral
22.9,6.7,35,11,48.3,102.12,Clear,Cereté
22.5,6.9,36,7,48.3,102.15,Clear,Caucasia
22.9,6.9,36,15,48.3,102.17,Clear,Cartago
22.7,7.5,38,17,48.3,102.16,Clear,Cartagena
22.5,6.5,36,13,48.3,102.17,Clear,Carmen de Viboral
21.7,5.7,35,15,48.3,102.16,Clear,Candelaria
21.0,6.0,38,11,25.0,102.16,Clear,Campo de la Cruz
20.2,6.0,39,9,25.0,102.2,Clear,Campoalegre
19.6,5.8,40,6,25.0,102.21,Clear,Cali
18.9,5.5,41,6,25.0,102.18,Clear,Caldas
17.1,6.1,48,6,25.0,102.17,Clear,Calarcá
14.2,7.9,66,13,25.0,102.19,Clear,Cajicá
13.8,9.1,73,13,25.0,102.17,Clear,Caicedonia
13.0,9.0,77,15,24.1,102.19,Clear,Buga
13.3,8.9,75,15,48.3,102.27,Clear,Buenaventura
15.6,8.5,63,17,48.3,102.32,Clear,Buenaventura
16.8,8.8,59,19,48.3,102.38,Clear,Bucaramanga
18.6,9.5,55,17,48.3,102.4,Mainly Clear,Bogotá
20.3,7.9,45,17,48.3,102.39,Mainly Clear,Bello
21.4,6.3,37,13,48.3,102.37,Mostly Cloudy,Belén de Umbría
22.2,7.9,40,15,48.3,102.35,Mostly Cloudy,Barranquilla
23.5,7.0,35,11,48.3,102.3,Mainly Clear,Barrancas
24.4,6.7,32,15,48.3,102.22,Mostly Cloudy,Barrancabermeja
24.3,5.6,30,11,48.3,102.17,Cloudy,Barbosa
24.9,5.7,29,17,48.3,102.13,Cloudy,Barbosa
25.0,5.1,28,15,48.3,102.08,Cloudy,Baranoa
24.8,5.3,28,11,48.3,102.06,Cloudy,Ayapel
24.5,6.0,30,9,48.3,102.08,Cloudy,Armenia
23.2,8.8,40,15,48.3,102.07,Cloudy,Arjona
22.0,8.7,43,15,48.3,102.06,Mostly Cloudy,Ariguaní
22.1,7.8,40,11,25.0,102.06,Mainly Clear,Arauca
21.3,8.6,44,13,25.0,102.06,Mainly Clear,Aracataca
20.1,9.5,50,11,25.0,102.06,Clear,Apartadó
17.5,9.9,61,9,25.0,102.05,Clear,Anserma
16.1,10.4,69,11,25.0,102.02,Mainly Clear,Andes
15.3,10.3,72,13,25.0,102.03,Clear,Andalucía
14.7,9.6,71,17,25.0,102.03,Mainly Clear,Aguazul
13.8,8.8,72,19,25.0,102.11,Mainly Clear,Aguadas
13.9,8.5,70,13,24.1,102.16,Mostly Cloudy,Aguachica
15.2,8.8,66,17,24.1,102.18,Mostly Cloudy,Acacías
16.2,9.3,64,15,48.3,102.25,Mostly Cloudy,Morales
17.4,9.5,60,9,48.3,102.23,Mostly Cloudy,Carepa
18.9,10.7,59,11,48.3,102.2,Cloudy,Ciudad Bolívar
21.6,12.0,54,4,48.3,102.15,Cloudy,Agustín Codazzi
21.9,11.6,52,6,48.3,102.1,Cloudy,Plato
23.8,13.1,51,6,48.3,102.04,Mostly Cloudy,San José del Guaviare
24.6,12.5,47,9,48.3,101.96,Cloudy,Turrialba
24.9,13.5,49,6,48.3,101.91,Mostly Cloudy,Tejar
26.0,13.6,46,6,48.3,101.84,Mostly Cloudy,Siquirres
26.5,11.0,38,7,48.3,101.77,Mostly Cloudy,San Vicente
26.5,11.3,39,4,48.3,101.73,Mostly Cloudy,San Rafael Arriba
26.2,12.1,41,6,48.3,101.71,Mainly Clear,San Rafael Abajo
25.0,13.0,47,7,48.3,101.66,Mainly Clear,San Rafael
23.1,11.8,49,4,48.3,101.62,Mainly Clear,San Rafael
20.8,12.3,58,0,25.0,101.6,Clear,San Pedro
21.5,11.9,54,9,25.0,101.6,Mainly Clear,San Pablo
20.9,12.9,60,0,25.0,101.58,Mainly Clear,San Miguel
19.3,12.6,65,0,25.0,101.55,Mainly Clear,San Juan de Dios
19.8,13.7,68,7,25.0,101.52,Mainly Clear,San Juan
18.6,13.5,72,11,25.0,101.48,Mainly Clear,San José
18.4,13.7,74,13,25.0,101.45,Clear,San José
17.4,13.4,77,9,24.1,101.46,Mainly Clear,San Isidro
17.3,13.7,79,6,48.3,101.47,Mainly Clear,San Francisco
18.9,14.1,74,9,48.3,101.51,Mainly Clear,San Felipe
20.2,14.4,69,11,48.3,101.52,Mainly Clear,San Diego
22.2,15.1,64,9,48.3,101.5,Mainly Clear,Quesada
23.4,15.3,60,9,48.3,101.47,Mainly Clear,Purral
25.0,16.1,58,9,48.3,101.43,Mainly Clear,Puntarenas
25.7,16.3,56,9,48.3,101.39,Cloudy,Limón
26.0,16.3,55,6,48.3,101.33,Cloudy,Patarrá
26.6,16.7,55,11,48.3,101.23,Mostly Cloudy,Paraíso
26.1,16.5,55,17,48.3,101.17,Cloudy,Nicoya
27.0,16.8,54,17,48.3,101.1,Cloudy,Mercedes
27.4,16.3,51,20,48.3,101.02,Cloudy,Liberia
26.2,14.7,49,19,48.3,100.97,Cloudy,Ipís
26.0,15.9,54,17,48.3,100.92,Cloudy,Heredia
25.5,16.4,57,17,48.3,100.91,Cloudy,Guápiles
24.5,15.1,56,15,48.3,100.95,Cloudy,Guadalupe
24.1,14.1,54,19,25.0,100.99,Mostly Cloudy,Esparza
23.4,13.8,55,22,25.0,101.0,Mostly Cloudy,Curridabat
23.2,13.7,55,13,25.0,101.03,Mostly Cloudy,Colima
21.7,13.4,59,15,25.0,101.04,Mainly Clear,Chacarita
20.5,13.4,64,13,25.0,101.07,Mainly Clear,Cartago
19.7,13.5,67,19,25.0,101.08,Mainly Clear,Cañas
19.3,13.4,69,17,25.0,101.06,Mainly Clear,Calle Blancos
18.4,13.3,72,17,25.0,101.1,Mainly Clear,Aserrí
17.9,13.2,74,19,24.1,101.12,Mostly Cloudy,Alajuela
18.2,13.3,73,20,24.1,101.14,Mostly Cloudy,San Vicente de Moravia
19.3,13.4,69,17,48.3,101.16,Mostly Cloudy,Yara
20.6,14.0,66,17,48.3,101.17,Mostly Cloudy,Yaguajay
22.0,14.4,62,17,48.3,101.15,Mostly Cloudy,Viñales
22.6,14.2,59,19,48.3,101.15,Mostly Cloudy,Vertientes
24.0,14.9,57,19,24.1,101.14,Mostly Cloudy,Venezuela
25.3,14.8,52,19,24.1,101.13,Mostly Cloudy,Varadero
25.3,14.2,50,20,24.1,101.06,Mostly Cloudy,San Germán
26.1,14.0,47,22,24.1,101.06,Mostly Cloudy,Unión de Reyes
25.8,13.4,46,24,24.1,101.02,Mostly Cloudy,Trinidad
25.6,13.6,47,24,24.1,100.98,Mainly Clear,Sibanicú
25.2,13.5,48,20,24.1,100.95,Mainly Clear,Santo Domingo
24.1,13.1,50,22,24.1,100.96,Mostly Cloudy,Santiago de las Vegas
23.2,13.1,53,20,24.1,100.97,Mostly Cloudy,Santiago de Cuba
22.3,13.2,56,7,24.1,100.99,Cloudy,Santa Cruz del Sur
21.8,13.4,59,9,25.0,101.02,Mainly Clear,Santa Cruz del Norte
21.5,14.0,62,13,25.0,101.02,Mainly Clear,Santa Clara
21.5,14.7,65,13,25.0,101.13,Mostly Cloudy,San Miguel del Padrón
20.8,14.7,68,13,25.0,101.14,Mostly Cloudy,San Luis
20.0,14.6,71,9,25.0,101.17,Mostly Cloudy,San José de las Lajas
19.1,14.3,74,9,25.0,101.11,Clear,Sancti Spíritus
18.3,14.1,76,9,25.0,101.12,Clear,San Cristobal
18.1,13.6,75,9,24.1,101.13,Mostly Cloudy,San Antonio de los Baños
18.0,13.7,76,6,25.0,101.19,Mostly Cloudy,Sagua la Grande
18.8,14.1,74,9,24.1,101.19,Cloudy,Sagua de Tánamo
19.6,14.3,71,22,24.1,101.01,Mostly Cloudy,Rodas
20.7,14.8,69,6,24.1,101.12,Cloudy,Río Guayabal de Yateras
22.0,15.5,67,15,24.1,101.03,Cloudy,Río Cauto
23.2,16.0,64,13,24.1,100.98,Cloudy,Remedios
24.3,16.3,61,11,24.1,101.0,Cloudy,Regla
25.3,17.0,60,9,24.1,100.99,Cloudy,Ranchuelo
25.8,17.9,62,15,24.1,100.99,Cloudy,Puerto Padre
26.5,18.9,63,11,24.1,101.01,Cloudy,Primero de Enero
28.1,19.2,58,20,24.1,100.92,Mostly Cloudy,Placetas
27.7,19.0,59,17,24.1,100.87,Mostly Cloudy,Pinar del Río
28.0,19.4,60,19,24.1,100.91,Mostly Cloudy,Perico
27.9,19.1,59,19,24.1,100.93,Cloudy,Pedro Betancourt
27.0,19.0,62,20,24.1,100.94,Mostly Cloudy,Palmira
26.1,19.2,66,19,24.1,100.85,Cloudy,Palma Soriano
25.9,19.3,67,11,25.0,100.81,Cloudy,Nuevitas
25.5,19.3,69,9,25.0,100.86,Mostly Cloudy,Nueva Gerona
25.3,19.3,69,13,25.0,100.89,Cloudy,Niquero
25.0,18.8,68,17,25.0,100.82,Mostly Cloudy,Morón
25.0,18.5,67,19,25.0,100.87,Mainly Clear,Moa
24.1,18.3,70,24,25.0,100.88,Clear,Minas de Matahambre
23.7,18.4,72,20,25.0,100.9,Mainly Clear,Minas
23.1,18.2,74,13,24.1,100.97,Mainly Clear,Media Luna
23.0,18.1,74,19,24.1,101.01,Mainly Clear,Matanzas
24.2,18.2,69,22,48.3,101.04,Mainly Clear,Mariel
25.4,18.1,64,24,48.3,101.07,Mostly Cloudy,Manzanillo
25.3,18.0,64,19,48.3,101.1,Mostly Cloudy,Manicaragua
26.3,18.5,62,17,24.1,101.09,Mostly Cloudy,Maisí
27.4,19.3,61,9,24.1,101.06,Mostly Cloudy,Madruga
28.5,19.8,59,17,24.1,101.06,Mainly Clear,Los Palacios
29.1,20.0,58,20,24.1,101.0,Mainly Clear,Las Tunas
29.7,20.0,56,19,24.1,100.91,Clear,La Sierpe
31.7,20.4,51,17,24.1,100.83,Clear,La Salud
32.2,19.6,47,22,24.1,100.75,Mainly Clear,Havana
32.2,20.0,49,26,24.1,100.74,Mainly Clear,Jovellanos
32.3,20.3,49,15,24.1,100.69,Mainly Clear,Jobabo
32.4,19.9,48,17,24.1,100.61,Mostly Cloudy,Jobabo
30.6,21.1,57,11,24.1,100.63,Mostly Cloudy,Jiguaní
29.7,21.1,60,17,24.1,100.61,Mostly Cloudy,Jesús Menéndez
28.0,21.0,66,15,25.0,100.61,Mainly Clear,Jatibonico
28.1,20.2,62,24,25.0,100.57,Clear,Jaruco
27.3,20.1,65,19,25.0,100.6,Mainly Clear,Jagüey Grande
26.5,19.9,67,20,25.0,100.61,Mainly Clear,Holguín
25.9,19.6,68,22,25.0,100.6,Clear,Guisa
25.1,19.3,70,11,25.0,100.6,Mainly Clear,Güira de Melena
24.6,18.9,71,11,25.0,100.58,Mainly Clear,Güines
24.0,18.5,71,11,25.0,100.57,Mainly Clear,Guantánamo
24.1,18.2,70,17,24.1,100.6,Mainly Clear,Guane
24.5,18.2,68,17,24.1,100.6,Mainly Clear,Guanajay
25.6,18.6,65,17,24.1,100.6,Mainly Clear,Guanabacoa
26.0,18.5,63,11,24.1,100.59,Mainly Clear,Guáimaro
28.1,19.0,58,19,24.1,100.52,Mainly Clear,Gibara
29.4,19.3,55,17,24.1,100.47,Clear,Fomento
30.8,20.0,53,13,24.1,100.42,Mainly Clear,Florida
31.8,20.8,52,15,24.1,100.36,Mainly Clear,Florencia
31.6,20.6,52,24,24.1,100.32,Mostly Cloudy,Esmeralda
32.6,20.4,49,20,24.1,100.25,Mainly Clear,Encrucijada
33.0,19.0,44,24,24.1,100.2,Mainly Clear,Cumanayagua
32.5,17.9,42,24,24.1,100.14,Mainly Clear,Cueto
32.1,17.9,43,30,24.1,100.09,Mainly Clear,Cruces
31.1,18.5,47,22,24.1,100.06,Clear,Corralillo
30.3,17.3,46,30,24.1,100.08,Clear,Contramaestre
28.9,17.6,51,22,24.1,100.1,Mainly Clear,Consolación del Sur
28.1,17.7,53,20,25.0,100.13,Mainly Clear,Condado
27.5,17.8,55,17,25.0,100.14,Mainly Clear,Colón
26.7,17.7,58,17,25.0,100.09,Clear,Colombia
25.8,18.1,63,9,25.0,100.07,Clear,Ciro Redondo
24.8,18.1,66,9,25.0,100.11,Mainly Clear,Cifuentes
24.7,16.9,62,15,25.0,100.1,Mainly Clear,Cienfuegos
24.0,16.7,64,22,25.0,100.12,Mainly Clear,Ciego de Ávila
23.0,16.7,68,19,24.1,100.14,Mainly Clear,Chambas
22.6,16.9,70,20,24.1,100.21,Mainly Clear,Cerro
22.7,17.2,71,19,24.1,100.28,Mostly Cloudy,Cauto Cristo
23.4,17.3,69,19,24.1,100.33,Mostly Cloudy,Cárdenas
23.0,17.3,70,17,24.1,100.37,Mostly Cloudy,Campechuela
24.6,17.6,65,17,24.1,100.4,Mostly Cloudy,Camajuaní
24.4,16.9,63,19,24.1,100.4,Mostly Cloudy,Camagüey
24.7,17.3,63,22,24.1,100.41,Mostly Cloudy,Calimete
26.8,17.8,58,22,24.1,100.41,Mostly Cloudy,Caibarién
28.0,14.8,45,20,24.1,100.39,Mostly Cloudy,Cacocum
29.1,14.0,40,22,48.3,100.37,Mostly Cloudy,Cabaiguán
29.0,13.8,39,20,48.3,100.32,Mainly Clear,Bejucal
28.5,12.7,38,22,48.3,100.29,Mainly Clear,Bayamo
27.9,12.4,38,24,48.3,100.29,Mainly Clear,Bauta
27.2,11.7,38,17,48.3,100.31,Mainly Clear,Bartolomé Masó
25.7,11.7,42,11,48.3,100.38,Mostly Cloudy,Baraguá
23.2,10.9,46,7,24.1,100.42,Mostly Cloudy,Baracoa
22.8,11.8,50,9,25.0,100.47,Mostly Cloudy,Banes
21.1,11.7,55,9,25.0,100.48,Mainly Clear,Bahía Honda
20.0,11.7,59,9,25.0,100.52,Mainly Clear,Artemisa
19.6,12.1,62,7,25.0,100.56,Mostly Cloudy,Arroyo Naranjo
20.8,11.9,57,9,25.0,100.6,Mainly Clear,Amancio
20.1,12.0,60,13,25.0,100.62,Mainly Clear,Alquízar
19.5,12.3,63,13,25.0,100.65,Mainly Clear,Alamar
19.5,12.3,63,15,24.1,100.7,Mainly Clear,Aguada de Pasajeros
19.3,12.4,64,15,48.3,100.82,Mostly Cloudy,Abreus
17.4,12.7,74,15,24.1,100.8,Rain Showers,Habana del Este
18.6,13.7,73,11,48.3,100.84,Mostly Cloudy,Centro Habana
20.0,12.6,62,15,48.3,100.89,Mostly Cloudy,La Habana Vieja
21.5,11.8,54,15,48.3,100.9,Mostly Cloudy,Báguanos
22.2,11.7,51,7,48.3,100.91,Mostly Cloudy,Jimaguayú
23.8,11.4,46,11,48.3,100.89,Mostly Cloudy,Arroyo Naranjo
25.1,9.8,38,13,48.3,100.85,Mostly Cloudy,Boyeros
25.6,9.6,36,19,48.3,100.84,Mainly Clear,Diez de Octubre
26.1,7.1,30,15,48.3,100.82,Mainly Clear,Santa Maria
26.4,5.7,27,13,48.3,100.86,Mostly Cloudy,Praia
26.5,5.9,27,22,48.3,100.84,Mostly Cloudy,Mindelo
26.4,4.4,24,15,48.3,100.83,Mainly Clear,Cova Figueira
25.8,3.6,24,20,48.3,100.82,Mainly Clear,Willemstad
25.8,3.5,24,13,48.3,100.84,Mainly Clear,Flying Fish Cove
23.5,5.4,31,6,48.3,100.88,Clear,Protaras
20.1,7.3,43,0,25.0,100.95,Clear,Paphos
19.6,7.5,45,0,25.0,100.99,Mainly Clear,Nicosia
18.8,8.5,51,0,25.0,101.01,Clear,Limassol
18.3,8.4,52,0,25.0,101.0,Clear,Larnaca
17.6,8.7,56,6,25.0,101.02,Clear,Kyrenia
14.1,8.7,70,4,25.0,101.01,Clear,Famagusta
14.9,9.1,68,0,25.0,101.02,Clear,Dvůr Králové nad Labem
14.4,9.0,70,11,48.3,101.04,Clear,Znojmo
14.0,9.2,73,6,48.3,101.04,Clear,Zlín
17.8,10.5,62,4,48.3,101.04,Clear,Žďár nad Sázavou Druhy
20.0,12.2,61,7,48.3,101.03,Clear,Žďár nad Sázavou
22.2,10.6,48,7,48.3,101.03,Clear,Žatec
23.2,12.7,52,11,48.3,101.0,Clear,Vyškov
24.3,13.0,49,15,48.3,100.97,Clear,Vsetín
26.3,12.0,41,17,48.3,100.91,Mainly Clear,Varnsdorf
27.1,8.4,31,9,48.3,100.82,Mainly Clear,Valašské Meziříčí
27.3,9.9,34,17,48.3,100.75,Mostly Cloudy,Ústí nad Orlicí
26.8,9.4,33,19,48.3,100.67,Mostly Cloudy,Ústí nad Labem
26.7,8.9,33,22,48.3,100.63,Mostly Cloudy,Uherský Brod
26.4,8.7,33,19,24.1,100.61,Cloudy,Uherské Hradiště
21.5,11.8,54,32,24.1,100.69,Cloudy,Trutnov
19.4,12.7,65,26,24.1,100.71,Rain Showers,Třinec
19.0,14.0,73,20,24.1,100.74,Rain,Třebíč
18.7,14.5,77,24,24.1,100.69,Rain,Teplice
18.6,13.6,73,19,25.0,100.67,Cloudy,Tábor
18.3,13.1,72,9,25.0,100.6,Cloudy,Svitavy
17.8,13.2,74,13,25.0,100.57,Cloudy,Šumperk
16.7,13.6,82,9,19.3,100.51,Rain Showers,Strakonice
15.7,13.6,87,9,19.3,100.41,Rain,Starý Bohumín
15.7,13.8,88,7,12.9,100.32,Drizzle,Sokolov
15.9,14.2,90,9,11.3,100.26,Rain,Slaný
16.1,14.1,88,15,19.3,100.21,Rain,Rožnov pod Radhoštěm
16.4,14.3,87,15,19.3,100.21,Cloudy,Rakovník
16.7,14.3,86,15,24.1,100.19,Mostly Cloudy,Prostějov
17.2,13.8,80,15,24.1,100.18,Cloudy,Prosek
18.7,13.9,74,17,24.1,100.16,Mainly Clear,Příbram
18.8,13.0,69,26,24.1,100.13,Mostly Cloudy,Přerov
17.9,12.8,72,24,24.1,100.12,Rain Showers,Prague
19.8,13.1,65,22,24.1,100.1,Mostly Cloudy,Pilsen
19.0,11.9,63,26,24.1,100.12,Mostly Cloudy,Písek
19.7,12.4,63,19,24.1,100.12,Mostly Cloudy,Pelhřimov
20.2,12.2,60,26,24.1,100.13,Mostly Cloudy,Pardubice
18.8,10.8,60,28,24.1,100.09,Mostly Cloudy,Otrokovice
18.1,10.8,62,26,24.1,100.12,Mostly Cloudy,Otrokovice
16.5,10.8,69,26,24.1,100.14,Cloudy,Ostrov
16.0,10.7,71,28,24.1,100.12,Cloudy,Ostrava
15.0,10.9,76,22,24.1,100.14,Cloudy,Orlová
15.2,11.3,78,11,24.1,100.12,Cloudy,Opava
16.6,12.3,76,13,25.0,100.13,Cloudy,Olomouc
17.1,11.8,71,24,25.0,100.13,Cloudy,Nový Jičín
16.7,11.6,72,22,25.0,100.14,Cloudy,Neratovice
16.6,11.3,71,26,25.0,100.12,Cloudy,Náchod
16.2,10.9,71,24,25.0,100.13,Cloudy,Most
15.7,10.6,72,11,25.0,100.11,Cloudy,Modřany
15.8,10.5,71,13,25.0,100.12,Cloudy,Mladá Boleslav
15.6,10.2,70,13,24.1,100.12,Cloudy,Mělník
15.4,10.2,71,17,24.1,100.16,Cloudy,Louny
15.6,10.2,70,17,24.1,100.18,Mostly Cloudy,Litvínov
16.0,10.4,69,11,24.1,100.19,Mostly Cloudy,Litoměřice
16.4,10.3,67,17,24.1,100.18,Cloudy,Liberec
16.9,10.5,66,9,24.1,100.16,Cloudy,Libeň
17.0,10.4,65,13,24.1,100.15,Cloudy,Letňany
17.6,10.8,64,11,24.1,100.12,Cloudy,Kutná Hora
16.9,11.5,70,15,24.1,100.12,Rain,Kroměříž
16.2,10.9,71,26,19.3,100.1,Cloudy,Krnov
16.3,11.6,74,20,19.3,100.07,Drizzle,Kralupy nad Vltavou
16.6,11.4,71,20,24.1,100.03,Cloudy,Kopřivnice
15.8,12.4,80,17,24.1,100.0,Cloudy,Kolín
16.1,12.5,79,13,24.1,99.99,Rain Showers,Klatovy
15.6,12.6,82,13,19.3,99.99,Rain,Klášterec nad Ohří
15.4,12.6,83,15,19.3,99.93,Rain,Kladno
15.3,12.8,85,15,24.1,99.9,Rain,Karviná
15.4,12.9,85,15,12.9,99.9,Rain,Karlovy Vary
15.4,12.8,84,15,16.1,99.85,Rain,Kadaň
15.4,12.8,84,15,19.3,99.8,Rain,Kadaň
15.7,12.9,83,17,19.3,99.75,Rain,Jirkov
15.7,12.9,83,13,19.3,99.72,Rain,Jindřichův Hradec
15.6,12.7,83,11,19.3,99.69,Rain,Jihlava
15.3,12.7,84,9,19.3,99.69,Rain,Jičín
15.2,12.4,83,13,19.3,99.72,Rain,Jablonec nad Nisou
15.2,12.2,82,17,24.1,99.76,Rain,Hranice
15.4,12.2,81,15,24.1,99.79,Rain,Hradec Králové
16.3,12.2,77,20,24.1,99.81,Rain,Hodonín
18.0,12.9,72,28,24.1,99.83,Mostly Cloudy,Havlíčkův Brod
18.0,12.0,68,20,24.1,99.86,Cloudy,Havířov
18.7,13.0,69,20,24.1,99.89,Rain,Frýdek-Místek
17.8,13.5,76,24,24.1,99.93,Rain,Děčín
19.8,13.5,67,20,19.3,99.92,Rain,Chrudim
